id,word_cz,polarity
39356,Veselé,1
39357,Vánoce,1
39360,okouzlit,1
39365,uchvacující,1
39394,čuně,-1
39396,společně,-1
39398,kantýně),-1
39399,zaneřádit,-1
39401,zaneřáděný,-1
39408,úzkostlivě,-1
39416,zakrslík,-1
39417,trpaslík,-1
39420,trpasličí,-1
39483,lehký,1
39485,vlahý,1
39495,smýšlení,-1
39509,pozor,-1
39510,postarat se,-1
39530,nemyslet,-1
39531,nevěnovat,-1
39561,chutí,1
39578,psychického,-1
39602,úlevou,-1
39619,umanout si,-1
39623,vypadnout,-1
39662,Nenechte,-1
39671,nevšímejte.,-1
39672,Nevšímejte,-1
39694,nezáleží,-1
39695,dbalý,1
39696,dbající,1
39697,myslící,1
39702,nepřemýšlející,-1
39704,bezduchý,-1
39705,bezduše,-1
39706,bezmyšlenkovitě,-1
39743,fata morgána,-1
39751,marast,-1
39752,šlamastyka,-1
39753,bahno,-1
39755,zabřednout,-1
39757,bahna,-1
39758,smích,1
39759,veselí,1
39763,zlobit,-1
39775,přepočítat se,-1
39777,spočítat,-1
39800,nezbednost,-1
39802,neplecha,-1
39803,rozbroje,-1
39805,újma,-1
39807,potíží,-1
39809,darebný,-1
39810,rošťácký,-1
39838,lakomec,-1
39839,skrblík,-1
39840,držgrešle,-1
39841,lakomý,-1
39842,lakotný,-1
39843,skrblický,-1
39848,utrápený,-1
39850,deprimující,-1
39851,depresivní,-1
39854,nabručený,-1
39860,uboze,-1
39861,mizerně,-1
39885,strádání,-1
39886,mrzout,-1
39887,bručoun,-1
39901,nezapadnout,-1
39902,nepasovat,-1
39911,pochybnost,-1
39912,pomýlený,-1
39913,scestný,-1
39915,nepředložený,-1
39916,nezvládnout,-1
39923,lapálie,-1
39925,nehoda,-1
39926,incident,-1
39952,neodhadnout,-1
39957,neodhadnutí,-1
39970,oklamat,-1
39976,zavádějící,-1
39977,klamný,-1
39978,mylný,-1
39986,nezvládat,-1
40015,klamné,-1
40018,zkreslení,-1
40020,nestrefit,-1
40021,nezasáhnout,-1
40022,neproměnit,-1
40025,nevšimnout,-1
40027,nepochytit,-1
40029,neporozumět,-1
40034,promeškat,-1
40035,stýskat se,-1
40036,postrádat,-1
40037,chybět,-1
40039,zmeškat,-1
40044,nezasažení,-1
40053,slečna,-1
40057,mylná,-1
40113,omyl,-1
40114,chyba,-1
40116,mylně,-1
40117,omylem,-1
40120,zmýlit se,-1
40123,splést si,-1
40125,pochyb,-1
40135,nedůvěřovat,-1
40137,nedůvěru,-1
40138,pochybovat,-1
40144,nevěřící,-1
40149,nepochopit,-1
40150,nepochopený,-1
40152,pochopený,-1
40153,nedoceněný,-1
40180,nepochopení,-1
40181,nedorozumění,-1
40183,neshoda,-1
40184,zneužití,-1
40190,zneužít,-1
40193,sténat,-1
40195,úpět,-1
40196,sten,-1
40197,sténání,-1
40202,postěžovat si,-1
40222,imitovat,-1
40238,výsměšný,-1
40249,umírněných,1
40263,mírnost,1
40267,mírou,1
40268,rozumem,1
40271,novodobý,1
40272,současný,1
40289,skromnost,1
40294,zneužívat,-1
40295,obtěžování,-1
40296,zneužívání,-1
40305,jednotvárnost,-1
40306,nestvůra,-1
40307,příšera,-1
40308,obluda,-1
40309,zrůda,-1
40310,monstrum,-1
40312,obří,1
40316,obludnost,-1
40321,obludný,-1
40324,obludně,-1
40325,kolosální,1
40327,monumentální,1
40329,monumentálně,1
40330,velkolepě,1
40336,trudomyslný,-1
40345,vystrčit,-1
40353,nikdy,-1
40364,bloumat,-1
40386,zásady,1
40387,ponaučení,1
40388,morální,1
40389,mravní,1
40393,etika,1
40399,morbidní,-1
40401,patologický,-1
40424,skomírající,-1
40425,zmírající,-1
40428,ponížení,-1
40429,zahanbení,-1
40430,ztrapnění,-1
40432,zahanbený,-1
40433,ponížený,-1
40434,ztrapněný,-1
40435,ponížit,-1
40437,zahanbit,-1
40438,potupit,-1
40459,nejlepším,1
40472,motivovat,1
40475,motivovaný,1
40479,motivace,1
40493,nesourodý,-1
40496,strakatý,-1
40497,všehochuť,-1
40498,šaškovský,-1
40500,truchlit,-1
40501,oplakávat,-1
40502,truchlící,-1
40504,smuteční,-1
40513,tklivý,-1
40560,hnací,1
40612,pomíchat,-1
40616,splést,-1
40618,blátivý,-1
40619,bahnitý,-1
40621,zakalený,-1
40637,všední,-1
40639,obyčejné,-1
40653,vražda,-1
40654,děs(ný,-1
40657,zavraždit,-1
40670,vraždící,-1
40672,vražednými,-1
40674,vražedný,-1
40680,kalný,-1
40690,vtlačit,-1
40691,protlačit,-1
40717,spousty,1
40727,tajemně,-1
40729,tajemství,-1
40736,tajuplný,-1
40738,poplést,-1
40749,sekýrovat,-1
40754,rýpal,-1
40762,sekýrování,-1
40763,rýpání,-1
40765,bláhový,-1
40766,naivně,-1
40767,bláhově,-1
40840,úzký,-1
40856,snížit se,-1
40866,škaredě,-1
40868,odpornost,-1
40869,hnusnost,-1
40875,nesympatický,-1
40878,šmejdi,-1
40879,nepříjemní,-1
40881,svinstvo,-1
40882,hnusy,-1
40884,nacionalismus,-1
40887,vrozený,1
40891,nestrojený,1
40899,předznamenání,1
40901,přirozenou,1
40907,nenuceně,1
40945,zlobivý,-1
40947,neposlušný,-1
40978,parádní,1
40980,úhledně,1
40981,upraveně,1
40984,šikovně,1
41141,strádající,-1
41142,potřebný,-1
41143,potřební,-1
41144,nuzní,-1
41150,nekalý,-1
41153,negovat,-1
41156,popírat,-1
41157,popření,-1
41158,popírání,-1
41159,negování,-1
41161,negace,-1
41164,záporný,-1
41165,negativní,-1
41166,negativistický,-1
41168,zápor,-1
41169,negativ,-1
41177,zanedbat,-1
41181,nedbalosti),-1
41183,opominutí,-1
41185,opomenutý,-1
41186,opomíjený,-1
41190,nedbalost,-1
41191,zanedbání,-1
41192,zanedbatelný,-1
41197,kopřiva,-1
41200,dopálit,-1
41201,poprat se,-1
41212,nervozita,-1
41216,neurotický,-1
41218,neurotik,-1
41248,postačovat,1
41252,bezva,1
41260,rýpat,-1
41270,můra,-1
41277,hrůzný,-1
41279,mrštný,1
41280,hbitý,1
41284,ušlechtilý,1
41286,šlechetný,1
41287,urozený,1
41288,šlechtický,1
41289,šlechta,1
41290,aristokraté,1
41291,ušlechtile,1
41292,vznešeně,1
41293,šlechetně,1
41306,důvěrně,-1
41307,násilí,-1
41310,násilnosti,-1
41313,vášnivost,1
41315,neexistující,-1
41317,nesmysly,-1
41318,hlouposti,-1
41325,normál,1
41330,zvědavý,-1
41346,osoby,1
41347,hodnostáři,1
41378,neblaze,-1
41380,nechvalně,-1
41386,román,1
41388,nový,1
41389,neotřelý,1
41393,přiživovat,-1
41395,výživný,1
41396,vyživující,1
41418,nepříjemnost,-1
41419,nepřístojnost,-1
41420,nepřípustné,-1
41423,zdřevěnělý,-1
41425,ochromený,-1
41426,strnulý,-1
41427,paralyzovaný,-1
41428,otupit,-1
41432,pečovat,1
41434,pěstovat,1
41439,výživa,1
41444,pečující,1
41446,pečování,1
41448,oáza,1
41455,uposlechnout,1
41463,obézní,-1
41464,otylý,-1
41467,nadváhu,-1
41480,namítat,-1
41503,nepřípustný,-1
41514,nenamítat,-1
41516,žádné,-1
41543,zavázat,1
41544,zavazovat,1
41545,vyhovět,1
41547,laskavost,1
41548,zavázán,1
41549,nepřímý,-1
41553,šikmá,-1
41555,šikmý,-1
41575,nevnímající,-1
41576,nevšímající,-1
41578,netečný,-1
41591,obscénnost,-1
41592,oplzlost,-1
41593,nemravnost,-1
41594,sprosté,-1
41598,zvěrstvo,-1
41613,obskurní,-1
41615,obtížně,-1
41617,mlhavý,-1
41621,zastřít,-1
41622,zamlžit,-1
41623,anonymita,-1
41624,zapomnění,-1
41627,posednout,-1
41629,fascinovat,1
41630,bláznit,-1
41632,posedlý,-1
41635,posedlost,-1
41636,obsese,-1
41637,nutkavý,-1
41639,obsedantní,-1
41644,posedle,-1
41645,obsedantně,-1
41646,nutkavě,-1
41652,bariéra,-1
41657,zarputilý,-1
41660,úporně,-1
41661,zarputile,-1
41662,zablokovat,-1
41663,zatarasit,-1
41664,ucpat,-1
41666,překážet,-1
41668,ucpání,-1
41669,zacpání,-1
41670,bránění,-1
41671,zabraňování,-1
41672,překážení,-1
41673,rušivý,-1
41674,obtěžující,-1
41675,rušící,-1
41679,tupý,-1
41681,zabedněný,-1
41775,lichý,-1
41776,nejdoucí,-1
41779,nespárovaný,-1
41788,(od,-1
41807,podivnost,-1
41812,rarita,-1
41819,netradiční,1
41878,urážející,-1
41880,porušování,-1
41882,spáchání,-1
41883,trestného,-1
41903,delikt,-1
41904,přestupek,-1
41917,urážky,-1
41941,pohoršlivý,-1
41942,ofenzivní,-1
41943,útočící,-1
41946,ofenziva,-1
41948,urážlivě,-1
41953,útočně,-1
41958,pletoucí,-1
41960,radící,-1
41961,vlezlý,-1
41966,vykompenzovat,1
41999,prima,1
42000,fajn,1
42006,odsouhlasit,1
42007,odkývnout,1
42015,zlověstně,-1
42017,opomenutá,-1
42018,vynechaná,-1
42022,opomenutí,-1
42023,vynechání,-1
42025,vynechat,-1
42027,zapomenout,-1
42028,opomenout,-1
42035,nějaký,-1
42049,souhlasit,-1
42085,svazující,-1
42109,dopředu,1
42113,otevřít se,1
42127,napřímený,1
42132,naslouchat,1
42149,otevřeným,1
42150,nebem,1
42152,známý,1
42164,otevřenost,1
42174,svéhlavý,-1
42193,oponující,-1
42206,příležitost,1
42211,odporovat,-1
42212,oponovat,-1
42231,opozice,-1
42236,deprimovat,-1
42246,tíseň,-1
42251,nesnesitelně,-1
42252,tíživě,-1
42256,utlačovatel,-1
42257,utiskovatel,-1
42261,optimální,1
42263,optimismus,1
42269,spořádaný,1
42270,ukázněný,1
42276,nemocniční,-1
42280,původní,1
42282,originální,1
42283,originál,1
42284,originalita,1
42285,nápaditost,1
42286,sirotek,-1
42287,osiřet,-1
42290,sirotkem,-1
42298,společnosti,-1
42317,přemnožení,-1
42331,výlev,-1
42332,propuknutí,-1
42333,vypuknutí,-1
42336,vyvržený,-1
42337,vypuzený,-1
42338,vyhnaný,-1
42343,nevole,-1
42345,překřičet,-1
42351,předstihnout,1
42393,zastaralý,-1
42394,nemoderní,-1
42395,překonaný,-1
42422,pobouřený,-1
42437,nehorázný,-1
42440,rozzuřit,-1
42441,rozhořčit,-1
42448,násilnost,-1
42450,nehoráznost,-1
42482,nezapadá,-1
42505,vyzrát,1
42507,ovace,1
42704,dokola,-1
42709,skončený,-1
42733,snaživec,-1
42736,ambiciózní,1
42758,afektovaně,-1
42759,zastrašit,-1
42765,převážit se,-1
42767,panovačný,-1
42768,zveličený,-1
42786,upéct,-1
42787,převařený,-1
42792,zpožděný,-1
42798,nezaplacený,-1
42800,prošlou,-1
42802,nevrácený,-1
42809,přeceňovat,-1
42812,radostí,1
42815,přemíra,-1
42817,přespříliš,-1
42819,ničivá,-1
42823,přehlédnout,-1
42824,nepovšimnout,-1
42826,neuvědomovat,-1
42828,promíjet,-1
42834,přehrávat,-1
42837,přecenit,-1
42839,přehnat,-1
42841,přestřelit,-1
42846,přetáhnout,-1
42848,zamořený,-1
42849,zaplavený,-1
42851,přetažení,-1
42858,zastíněn,-1
42862,přehlédnutí,-1
42863,nepozornost,-1
42864,pochybení,-1
42867,přílišné,-1
42868,bagatelizace,-1
42876,nadnormální,-1
42877,zveličovat,-1
42878,přehánět,-1
42899,zveličování,-1
42901,nadsazené,-1
42903,přehánění,-1
42912,daňově,-1
42919,svržení,-1
42965,zachvátit,-1
42974,zdrcující,-1
42975,převážný,-1
42976,drtivý,-1
42979,drtivé,-1
42982,drtivou,-1
42985,přepracovaný,-1
42987,přetížený,-1
42988,přetěžovaný,-1
42989,nadměrně,-1
42991,nadužívaný,-1
42994,ohraný,-1
43091,bolestivě,-1
43092,bolestně,-1
43096,bezbolestný,1
43128,bolet,-1
43130,hrozbou,-1
43132,bolestech,-1
43133,bolestí,-1
43145,vynasnažit se,-1
43157,chutný,1
43158,přijatelný,1
43159,schůdný,1
43175,blednout,-1
43184,nicotný,-1
43188,rozmazlovat se,1
43195,záchodová,-1
43199,rýžovat,-1
43201,peklo,-1
43210,zpanikařit,-1
43212,panický,-1
43213,poplašený,-1
43215,ráj,1
43217,rajská,1
43218,zahrada,1
43221,ochromit,-1
43222,paralyzovat,-1
43224,ochrnutí,-1
43228,nejzásadnější,1
43229,podezíravost,-1
43230,paranoidní,-1
43231,chorobně,-1
43233,paranoik,-1
43234,parazit,-1
43235,cizopasník,-1
43236,příživník,-1
43239,omilostnit,1
43240,odpustit,1
43241,prominout,1
43242,omluvit,-1
43243,milost,1
43244,odpuštění,1
43245,prominutí,1
43247,Omlouvám,-1
43249,Promiňte.,1
43250,Pardon.,1
43252,vyvrhel,-1
43255,parodovat,-1
43256,karikovat,-1
43308,předpojatý,-1
43309,zaujatý,-1
43315,vášeň,1
43325,vášnivě,1
43335,nečinný,-1
43336,bezúročný,-1
43337,nenesoucí,-1
43338,úrok,-1
43343,dojemný,1
43347,pláči,-1
43350,dojemně,1
43357,trpělivost,1
43369,trpělivý,1
43373,trpělivě,1
43374,vlastenec,1
43376,vlastenecký,1
43380,blahosklonně,-1
43387,zákazníkem,-1
43399,žebrák,-1
43442,pořádek,1
43450,duši,1
43451,Odpočívej,1
43461,mírový,1
43463,nenásilný,1
43464,mírumilovný,1
43465,mírově,1
43466,pokojně,1
43467,nenásilně,1
43470,mírumilovně,1
43471,poklidně,1
43473,poklidu,1
43478,mírových,1
43490,svérázně,-1
43494,pedantský,-1
43507,nesrovnatelný,1
43509,namíchnutý,-1
43517,podrážděně,-1
43519,penalizovat,-1
43531,trest,-1
43533,penále,-1
43534,pokuta,-1
43535,penalta,-1
43536,pokutový,-1
43537,kop,-1
43544,kající,1
43546,kajícník,1
43586,perfektní,1
43594,zdokonalit,1
43598,bezvadnost,1
43601,dokonalosti,1
43607,dokonale,1
43608,bezvadně,1
43628,nebezpečně,-1
43629,okrajový,-1
43632,obvodový,-1
43634,periferní,-1
43636,zahynout,-1
43637,zemřít,-1
43638,uhynout,-1
43639,zaniknout,-1
43641,rozpadnout se,-1
43642,zpuchřet,-1
43643,drolit se,-1
43645,dovolený,1
43654,zmást,-1
43656,popletený,-1
43660,zapeklitý,-1
43662,matoucí,-1
43665,zmatenost,-1
43666,složitost,-1
43668,perzekvovat,-1
43671,ztrpčovat,-1
43675,pronásledování,-1
43676,perzekuce,-1
43701,neodbytný,-1
43708,významná,1
43720,známá,1
43721,osobnost,1
43722,celebrita,1
43750,případný,1
43765,zatvrzelý,-1
43767,zvráceně,-1
43768,zvrhle,-1
43769,perverzně,-1
43770,zatvrzele,-1
43774,perverze,-1
43776,převrácení,-1
43777,překroucení,-1
43778,zvrácenost,-1
43779,zvrhlost,-1
43780,úchylnost,-1
43785,zvrhlík,-1
43786,úchyl,-1
43790,úchylný,-1
43791,perverzní,-1
43793,pesimismus,-1
43795,škarohlídský,-1
43796,pesimisticky,-1
43798,škůdce,-1
43799,škodlivá,-1
43806,ustrnout,-1
43811,zkamenět,-1
43815,strachy,-1
43818,zkamenělý,-1
43822,malicherný,-1
43823,úzkoprsý,-1
43824,fenomenální,1
43830,fenomenálně,1
43832,neobyčejně,1
43835,fobie,-1
43836,chorobný,-1
43840,fobií,-1
43843,umělý,-1
43844,pokrytec,-1
43845,falešník,-1
43846,vybíravý,-1
43852,zbožnost,1
43853,drancovat,-1
43854,rabovat,-1
43858,plenění,-1
43869,pranýřovat,-1
43874,posměchu,-1
43875,pranýř,-1
43895,přiskřípnout,-1
43899,sbalit,-1
43901,štípanec,-1
43902,přiskřípnutí,-1
43913,sosna,-1
43914,hynout,-1
43915,smutkem,-1
43918,chřadnout,-1
43919,scházet,-1
43923,věžička,1
43927,nábožný,1
43930,uražená,-1
43936,popudit,-1
43943,výstižný,1
43944,trefný,1
43946,jadrný,1
43959,bezcitně,-1
43960,almužna,-1
43993,plagovat,-1
43995,plagiátu,-1
44012,epidemie,-1
44014,zamoření,-1
44015,zaplavení,-1
44031,tuctový,-1
44045,věrohodnost,1
44047,přijatelnost,1
44048,věrohodný,1
44086,hravý,1
44088,laškovný,1
44089,žertovný,1
44135,úpěnlivá,-1
44138,obžalovaného,-1
44140,ospravedlnění,-1
44154,zavděčit se,1
44156,zlíbit se,1
44158,potěšený,1
44162,potěšením,1
44164,spokojený,1
44165,Těší,1
44174,potěšující,1
44175,potěšitelný,1
44181,uspokojením,1
44183,požitkem,1
44190,rozkoš,1
44191,zábava,1
44192,plebejský,-1
44193,neurozený,-1
44195,plebej,-1
44196,plebejec,-1
44239,závazek,1
44255,početný,1
44264,dostatek,1
44271,tíživá,-1
44272,kritická,-1
44273,neutěšená,-1
44280,komplot,-1
44284,zápletka,-1
44289,parcela,-1
44290,políčko,-1
44291,osnovat,-1
44292,spiknutí,-1
44293,spiknout se,-1
44294,plánovat,-1
44300,spiklenec,-1
44310,úskok,-1
44313,vyrabovat,-1
44314,vydrancovat,-1
44315,vykrást,-1
44316,drancování,-1
44317,rabování,-1
44318,lup,-1
44322,přepychový,1
44323,plyš,1
44324,poetický,1
44326,básnický,1
44328,dojímavý,1
44330,bolestný,-1
44448,bezúčelný,-1
44453,bezúčelně,-1
44458,rovnováha,1
44462,vyvážit,1
44465,rovnováze,1
44466,vyváženě,1
44482,otrávit,-1
44483,přiotrávit se,-1
44492,vyleštěný,1
44493,naleštěný,1
44497,vybraná,1
44501,zdvořilost,1
44504,kontaminovat,-1
44513,znečišťovatel,-1
44522,chudý,-1
44523,nuzný,-1
44528,nízký,-1
44530,chudí,-1
44531,chudina,-1
44532,nemajetní,-1
44536,nevalně,-1
44546,oblíbený,1
44548,lidový,1
44558,oblíbenost,1
44559,popularita,1
44560,obliba,1
44562,cestovní,1
44571,nóbl,1
44572,fajnový,1
44611,pozitivní,1
44614,konstruktivní,1
44615,souhlasný,1
44618,pozitivum,1
44620,přínos,1
44621,pozitivně,1
44623,kladně,1
44624,souhlasně,1
44648,generace,1
44673,přetvařování,-1
44674,pózy,-1
44676,účinný,1
44691,potenciál,-1
44692,potenciální,1
44699,úšklebkem,-1
44704,podrážděnost,-1
44705,chudoba,-1
44750,mocný,1
44751,vlivný,1
44755,výkonný,1
44757,mohutně,1
44760,bezmocný,-1
44772,praktické,1
44774,praktická,1
44781,pragmatický,1
44798,chvályhodný,1
44806,pochválit,1
44808,velebit,1
44810,pochvala,1
44812,velebení,1
44813,trapas,-1
44814,pád,-1
44817,žvanit,-1
44818,žvatlat,-1
44819,žvanění,-1
44820,žvatlání,-1
44844,kázat,-1
44850,kázání,-1
44891,drahocenný,1
44893,milovaný,1
44897,přivodit,-1
44907,sraženina,-1
44911,srázný,-1
44922,precizní,1
44927,přesnost,1
44928,preciznost,1
44931,ošemetná,-1
44932,složitá,-1
44943,preventivní,1
44947,preferovat,1
44954,vhodnější,1
44955,výhodnější,1
44956,nejlépe,1
44957,nejraději,1
44984,zaujatost,-1
44986,nadržování,-1
44988,předpojatost,-1
44990,předsudky,-1
44994,poškozující,-1
44998,plánovaný,-1
45001,vlády,1
45012,kvalitní,1
45035,přitisknout,1
45047,dorážet,1
45049,trvat,1
45053,vnutit,-1
45054,vyžehlit,1
45071,vznést,1
45072,obvinění,-1
45074,žalobu,-1
45075,zažalovat,-1
45088,neodkladný,-1
45125,nutit,-1
45126,prestiž,1
45132,prestižní,1
45145,opovážit se,-1
45154,troufalý,-1
45182,záminka,-1
45184,výmluva,-1
45193,nabubřelý,-1
45194,pompézní,-1
45195,falešně,-1
45197,snobský,-1
45203,hezký,1
45204,půvabný,1
45215,vykrucovat se,-1
45221,neocenitelný,1
45229,mastný,-1
45253,píchat,-1
45254,škrábat,-1
45257,svědit,-1
45258,brnění,-1
45259,mravenčení,-1
45260,škrábání,-1
45261,píchání,-1
45263,trn,-1
45265,hrdost,1
45267,pyšnit se,1
45269,chlubit se,1
45306,primitivní,-1
45307,nerozvinutý,-1
45308,prvobytný,-1
45310,naivní,-1
45323,zásada,1
45335,vězení,-1
45336,věznice,-1
45337,uvěznit,-1
45338,zavřít,-1
45339,vězeň,-1
45340,zajatec,-1
45341,výsada,1
45342,privilegium,1
45348,pocta,1
45349,privilegovat,1
45350,privilegovaný,1
45351,zvýhodněný,1
45352,důvěrný,1
45354,privilegovaní,1
45358,ocenění,1
45359,výhra,1
45361,ideál,1
45364,oceněný,1
45369,páčit,-1
45466,profík,1
45467,profesionál,1
45468,profesionální,1
45471,klady,1
45473,zápory,-1
45481,iniciativní,1
45493,problematický,-1
45506,sporná,-1
45508,problémový,-1
45522,otálet,-1
45525,protahovat,-1
45527,otálení,-1
45528,průtahy,-1
45534,zázračné,1
45536,mladý,1
45537,génius,1
45550,rouhavý,-1
45551,bezbožný,-1
45555,znevážit,-1
45556,svatokrádež,-1
45557,klení,-1
45558,sprostá,-1
45560,nadávky,-1
45573,zdatný,1
45592,profit,1
45595,vydělat,1
45597,užitek,1
45598,profitovat,1
45600,prospět,1
45603,prospěchu,1
45604,ziskový,1
45605,výdělečný,1
45607,výhodný,1
45612,hluboce,1
45615,mohutný,1
45616,hojně,1
45617,vydatně,1
45620,hojnost,1
45621,spousta,1
45622,záplava,1
45648,pokroky,1
45650,kupředu,1
45652,pokročit,1
45662,progresivní,1
45667,pokrokový,1
45669,zakázat,-1
45670,zakazovat,-1
45676,prohibitivní,-1
45677,plodný,1
45678,produktivní,1
45679,význačný,1
45681,prominentní,1
45701,slibovat,1
45703,nadějně,1
45705,příslib,1
45717,návrhu,1
45727,vynutit si,-1
45728,nápověda,1
45729,pobídnutí,1
45732,promptní,1
45734,prodlení,-1
45741,propagandu,-1
45751,náležitě,1
45757,vhodně,1
45763,příznivý,1
45780,zakázání,-1
45781,zákaz,-1
45790,obžalobu,-1
45793,domáhat,-1
45825,šance,1
45829,vyhlídky,1
45840,vzkvétat,1
45844,prosperita,1
45853,chránění,1
45860,lidských,1
45864,protekcionismus,-1
45866,ochranářský,1
45868,starající,1
45875,ochránce,1
45922,protestovat,-1
45923,ohradit se,-1
45928,protest,-1
45929,nesouhlas,-1
45930,námitky,-1
45931,tvrzení,-1
45934,rozvleklý,-1
45936,hrdý,1
45937,pyšný,1
45940,arogantní,-1
45942,trčet,-1
45945,hýčkat,1
45955,prozřetelnost,1
45958,provokace,-1
45959,vyprovokování,-1
45966,pobuřující,-1
45968,provokativní,-1
45970,vyprovokovat,-1
45973,mimořádná,1
45975,zdatnost,1
45977,šikovnost,1
45978,mistrovství,1
45995,slídit,-1
45996,strkat,-1
45997,nos,-1
45998,vyzvídat,-1
45999,vypáčit,-1
46008,bojovnost,-1
46009,agresivita,-1
46039,pěsti,-1
46042,propíchnout,-1
46044,pecka,1
46053,dochvilný,1
46058,odborník,1
46059,potrestat,-1
46067,trestně,-1
46068,trestaný,-1
46072,trestný,-1
46092,nastrčený,-1
46094,ryzí,1
46095,stoprocentní,1
46103,cudný,1
46104,nevinný,1
46106,vyčistění,1
46108,vyčistit,1
46112,ryzost,1
46113,čirost,1
46114,čistota,1
46115,průzračnost,1
46116,cudnost,1
46117,nevinnost,1
46118,cílevědomý,1
46121,smysluplný,1
46122,nejít,-1
46127,mást,-1
46131,rébus,-1
46134,záhada,-1
46135,zmatený,-1
46137,rozpacích,-1
46138,zmatení,-1
46142,nepochopitelný,-1
46143,šarlatán,-1
46144,mastičkářský,-1
46145,kvákat,-1
46147,starobylý,1
46148,svérázný,1
46150,osobitý,1
46152,aprobovaný,1
46159,způsobilý,1
46160,kompetentní,1
46189,opravňovat,1
46199,postoupit,1
46214,pochybnosti,-1
46216,rozpaky,-1
46220,nevolnosti,-1
46221,dilema,-1
46222,svízelná,-1
46223,obtížná,-1
46249,pohádat se,-1
46253,hádavý,-1
46254,svárlivý,-1
46255,hašteřivý,-1
46269,prapodivný,-1
46271,divný,-1
46278,praštěný,-1
46292,sporný,-1
46293,diskutabilní,-1
46296,banální,-1
46297,námitka,-1
46298,malicherná,-1
46299,stížnost,-1
46328,opustit,-1
46344,rasismus,-1
46353,rasistický,-1
46354,rasista,-1
46356,police,-1
46370,skřipec,-1
46380,oslnivost,1
46382,rozzářený,1
46383,šťastný,1
46384,blažený,1
46411,radikalizace,-1
46414,radikální,-1
46417,radikál,-1
46432,zuřivost,-1
46434,běsnění,-1
46435,vyšinuté,-1
46444,rozedraný,-1
46447,nestejnoměrný,-1
46448,neupravený,-1
46449,rozcuchaný,-1
46450,rozeklaný,-1
46451,kostrbatý,-1
46457,zuřící,-1
46458,běsnící,-1
46471,vlak,-1
46472,ohradit,-1
46476,zotavení,1
46484,dohromady,1
46497,řádění,-1
46498,vyvádění,-1
46500,řádit,-1
46502,rozběsnit se,-1
46503,bující,-1
46504,přebujelý,-1
46506,polorozpadlý,-1
46508,spadnutí,-1
46513,nevraživost,-1
46515,nenávist,-1
46536,nejhrubšího,-1
46540,zapáchající,-1
46544,žrát,-1
46551,křičet,-1
46557,tiráda,-1
46558,vykřikování,-1
46564,sblížení,1
46566,harmonický,1
46571,fascinovaný,1
46579,uchvácení,1
46582,nadchnout,1
46593,krvavý,-1
46600,výjimečně,1
46606,uličník,-1
46608,ukvapený,-1
46609,zbrklý,-1
46611,unáhlený,-1
46615,vyrážka,-1
46617,krysa,-1
46619,podrazák,-1
46622,krysy,-1
46634,lépe,1
46644,rozumový,1
46648,racionálnost,1
46654,zhospodárnit,-1
46657,zarachotit,-1
46658,zadrnčet,-1
46659,zařinčet,-1
46660,zdeptat,-1
46661,hrčet,-1
46662,rachotit,-1
46663,zachrastění,-1
46664,rachot,-1
46665,zadrnčení,-1
46667,řehtačka,-1
46672,vyplenit,-1
46673,blouznit,-1
46680,rozčilovat se,-1
46681,vztekat se,-1
46682,běsnit,-1
46684,bouřit,-1
46686,večírek,1
46687,nadšená,1
46690,chvála,1
46693,nepříčetný,-1
46694,šílený,-1
46695,pominutý,-1
46696,nepříčetně,-1
46697,šíleně,-1
46735,reakcionářský,-1
46736,reakční,-1
46738,reakcionář,-1
46739,zpátečník,-1
46769,připravený,1
46781,hotové,1
46804,fakticky,1
46806,reálných,1
46807,hodnotách,1
46810,realista,1
46814,reálný,1
46815,dosažitelný,1
46820,realisticky,1
46821,věrohodně,1
46856,uznat,1
46871,soudný,1
46882,opodstatněně,1
46885,obstojně,1
46887,racionální,1
46897,utěšení,1
46904,bouřící,-1
46906,vzbouřenecký,-1
46907,povstalecký,-1
46912,zavržení,-1
46918,vzdorovitý,-1
46924,přístupný,1
46925,ochotně,1
46935,ustoupení,-1
46936,ustupování,-1
46940,lehkomyslný,-1
46941,bezhlavý,-1
46942,lehkovážný,-1
46943,riskující,-1
46944,lehkomyslně,-1
46945,riskantně,-1
46946,lehkovážně,-1
46947,nezodpovědně,-1
46948,bezhlavost,-1
46949,lehkovážnost,-1
46956,získávat,1
46966,polepšit,1
46999,ucuknout,-1
47000,ucouvnout,-1
47001,zhrozit se,-1
47002,zaleknout se,-1
47004,vymstít se,-1
47012,doporučovat,1
47017,doporučení,1
47018,rada,1
47019,doporučený,1
47029,odškodnit,1
47033,sladit,1
47038,usmířit se,1
47039,usmířit,1
47040,smířit se,1
47045,usmíření,1
47046,smíření,1
47047,sladění,1
47048,harmonizace,1
47051,evidence,1
47055,album,1
47057,rekord,1
47059,reputace,1
47061,trestní,-1
47063,zaznamenat,1
47069,rekordní,1
47074,zaznamenání,1
47086,uchýlení,-1
47091,zotavit se,1
47093,vzpamatovat se,1
47095,zlepšit se,1
47114,napravení,1
47116,usměrňování,1
47134,usměrňovat,1
47154,prohřešky),-1
47157,kompenzovat,1
47161,vyplatit,1
47164,spasit,1
47171,dluhu,-1
47175,nadpočetnost,-1
47176,nadbytečnost,-1
47179,nadpočetný,-1
47183,rafinovat,1
47184,vylepšovat,1
47185,zlepšovat,1
